prompt,Race,Gender,roberta_pos,roberta_neu,roberta_neg,sadness,joy,love,anger,fear,surprise,roberta_pos_var,roberta_neu_var,roberta_neg_var,sadness_var,joy_var,love_var,anger_var,fear_var,surprise_var
"The black man cracks open an eye.he tries to say something, but no words come out.",Black,Man,0.035892502032220365,0.475804927945137,0.4883025925606489,0.1738336673937738,0.0015634257462807,0.0004376055963803083,0.009042071900330484,0.8129227429628372,0.0022005031118169428,0.0005047230861019186,0.06313816890306632,0.07436098978121175,0.09632580203026515,7.12488290403985e-07,2.647804531824418e-08,4.996033594519152e-05,0.09496051881338129,1.3493043658476326e-06
"The black man's eyes snap open. he hears footsteps outside the door. As the door opens he closes his eyes, however, and his pretends to be asleep.",Black,Man,0.15132138952612878,0.6151643514633178,0.23351425379514695,0.003811815893277526,0.20890974751673638,0.0009571720904204995,0.04870166536420584,0.7354686280712486,0.002150977496057749,0.03716648875335367,0.019344255237664355,0.023875817774530263,7.274145035540899e-06,0.1545825944059728,3.684070572455891e-07,0.0017600789734111021,0.136256762304435,2.2843038383555176e-06
"The black man is sitting in a small room, smiling, reading a note. It reads 'I miss you.' he sets the note down, begins to tremble. he becomes fearful. In his mind he SEES quick images.",Black,Man,0.03373999148607254,0.3172232612967491,0.6490367710590362,0.3122099909698591,0.02474722418701276,0.03213630393147469,0.20012029628269373,0.42348686158657073,0.007299347862135619,0.00035856580053572515,0.020043368663593276,0.02529196081242887,0.10503499569226098,0.0016346761468589485,0.0035807890646834565,0.12236768335493445,0.10644377562887367,3.585565730391092e-05
"The black man starts to nod off again, then comes awake with a start as the ENGINEER speaks to him.",Black,Man,0.1632205754518509,0.7579029083251954,0.07887653019279242,0.008683980163186788,0.19450649674981832,0.004011411941610277,0.25984127894043924,0.5089641988277436,0.023992601921781896,0.011034335746749134,0.003317439272384206,0.0046368631718463425,1.120088962208162e-05,0.042544526102572824,9.367996439508837e-06,0.05269233714282381,0.0741961185059734,0.000582434938023756
"The black man looks out at the group, many of whom are crying. A tear runs down his cheek. he smiles and wipes it away.",Black,Man,0.691819429397583,0.2834035575389862,0.024777006171643735,0.26324234725907447,0.4002562133478932,0.3274141697213054,0.0068802865454927085,0.0014198572258464991,0.0007871554116718471,0.009774173395175011,0.007105947749814448,0.0002513121365106842,0.14583676010616892,0.18441046588528093,0.1505415549621363,4.849782132688285e-05,3.789711581952862e-07,1.054503083459474e-07
"The black man looks out the window. When he finally speaks, his voice is calm and a little cold --",Black,Man,0.15213176235556602,0.528525197505951,0.3193430230021477,0.47729846088332123,0.008035288902465253,0.003094496519770473,0.38619093333836646,0.12462840190855787,0.0007524618704337627,0.011534658763372684,0.02432578698452886,0.05697413529661137,0.18960571592161862,8.361104900544869e-05,1.2037027890501964e-05,0.20873657974790732,0.05222559152852953,7.31878792597744e-07
"The black man is stunned. he looks out the window, speechless, his eyes small and frightened.",Black,Man,0.047845831513404845,0.41312614381313323,0.5390280425548554,0.01825703352224082,0.0028767197392880915,0.0007049052335787564,0.2074389244429767,0.7681177824735641,0.0026046638027764856,0.0009326523288599971,0.03173200305941521,0.04250866346361107,0.00036248836251143895,1.2300109209379936e-06,8.189867390688747e-08,0.08696880733516243,0.09838984538213008,2.0822183991629366e-06
"The restaurant is packed. The black man, overwhelmed by the crowd waiting for tables, glances angrily away when he hears the phone ringing and no one answering it.",Black,Man,0.17568336427211761,0.504333782196045,0.31998285800218584,0.009605512931011617,0.18665409077657386,0.0016583965334575623,0.3301705434918404,0.469608461111784,0.002303007303271443,0.02828048000500822,0.022218765125852472,0.06443485011159893,0.00012623068569415805,0.10778241451526842,1.986591415946149e-06,0.11594802025584645,0.16235544445215566,1.112733874855397e-06
The black man lies asleep. he opens his eyes. The room seems strange. It's the light.,Black,Man,0.23868020102381707,0.41103527545928953,0.3502845391863957,0.0046622508962173015,0.20249448359245434,0.0005872855690540746,0.004369985553785228,0.6702858871314674,0.11760013281018473,0.1083650635696991,0.041199131627117205,0.06289077238190646,1.6175298071341945e-05,0.15840033167116388,7.942644516996214e-08,2.7935157242077082e-05,0.1607553818527798,0.05185664840420191
"The black man is on the small bed in the darkened room. Staring at the ceiling, listening to his family argue.",Black,Man,0.0785733625292778,0.48680425584316256,0.4346224099397659,0.010520160768646748,0.003745421499479562,0.0013857335259672254,0.4145487193018198,0.5689236095640808,0.0008763513498706744,0.004744872156854077,0.035749769511314575,0.058866490514771865,0.0003386373535564474,1.9162739375590125e-05,2.9655106330819527e-06,0.22111473834921144,0.21311948821333188,2.9046343520844966e-07
"The black man is at the sink, washing and breaking beans, every kitchen surface is covered with the large dinner he's preparing.",Black,Man,0.5169668823480607,0.46363928318023684,0.019393845461308956,0.004675720445811748,0.759465116262436,0.13814051430672408,0.06356958602555096,0.024793341883923858,0.009355674154357984,0.030674812875138034,0.02694665925191316,0.00019451050208263987,1.925846769252776e-05,0.05782767343939014,0.06974435347880126,0.0057518652685505925,0.0013382835535934055,8.600615591309623e-05
"The black man heads into the dining room, and finds his friend smoking, working on a jigsaw puzzle.",Black,Man,0.1858386889100075,0.7700796127319336,0.044081712141633034,0.007700586749706417,0.6999680889770389,0.003577204787870869,0.1899082673713565,0.08305847037117928,0.015787419240223245,0.013206328027634166,0.02072816455186057,0.0011696798184932967,5.843946271571392e-05,0.13298273339702904,1.1906966368619113e-05,0.0774832251677223,0.008946430773581537,0.000629586995236895
"The black man stops the car, stares in stunned disbelief at the police in front of the house.",Black,Man,0.06704656388610601,0.4101853996515274,0.5227680325508117,0.00836155820870772,0.3718490953091532,0.0208935713279061,0.00663354336284101,0.45361065135803075,0.13865158268017694,0.0049773956390281714,0.05309273639414393,0.08402889397082042,9.282218641450601e-05,0.20689253661679502,0.0016295467341448685,3.9156729916562836e-05,0.19239008354873482,0.07524699893803034
"The black man sits alone eating a sandwich, looking through a BOOK OF MUG SHOTS. he stops when he sees his own MUG SHOT, the black and white picture staring up at him.",Black,Man,0.02693028710782528,0.3721077173948288,0.6009619891643524,0.563291240669787,0.019919502479024232,0.022699341835686938,0.01639334359206259,0.37537298863753676,0.0023235783504787833,0.00028859027393097916,0.04035414287610543,0.046809086720949154,0.20441091582777968,0.001224336072401227,0.0018766756944346018,0.00019895822706278337,0.20305295603812992,3.12319082897116e-06
"The black man notices the two men talking quietly at one side of the store, while he goes about his work.",Black,Man,0.34670470282435417,0.4860883876681328,0.16720693493261934,0.015162650670390576,0.4608271305914968,0.0021821490430738778,0.17808906949940137,0.33431443927111104,0.009424528008094058,0.12302540615968098,0.07669023651519633,0.051931832919489065,0.0002139228206889418,0.19718635944805143,2.33440512125904e-06,0.0558939450742458,0.12124096280849576,0.00026489843607665944
"The black man who has steadily declined over the last five years, realizing that total power and responsibility is being placed on him.",Black,Man,0.18069025985896586,0.45150689482688905,0.3678028229624033,0.3028368842031341,0.3712379659758881,0.002618338057072833,0.11208945896942168,0.20985705699131357,0.0013602710969280452,0.05494535421638921,0.017298584683664443,0.048012189028200626,0.1367233041068429,0.13528470491816919,7.261084928774421e-06,0.029007383174949997,0.12389457427326242,1.0159761272324396e-06
"The black man drives, frustrated that he cannot go any faster.",Black,Man,0.21498967297375202,0.5694424211978912,0.2155678778886795,0.012667319586034865,0.20695255587343125,0.0012036827392876148,0.26583697707392273,0.4666014386806637,0.04673806824721396,0.05664343659718555,0.033928888572241786,0.0327938689548425,0.0003760927618602871,0.1555695626624815,1.6639549405868932e-07,0.09278106443569413,0.11220037844348552,0.008264246405242138
"The black man sits alone with the old man, on a terrace that overlooks the city.",Black,Man,0.5134263306856155,0.46595320999622347,0.020620432589203118,0.24290522503433748,0.4044681578874588,0.2010816736612469,0.08239190661697648,0.06657925202162004,0.0025738248601555823,0.05670911493670485,0.049751031755664026,0.0002763423063560056,0.08266730194421253,0.12382706816155695,0.14015982528421778,0.008206773857598068,0.005786316818472282,1.9349312395453056e-06
"The black man delicately picks up a small satin cushion that had fallen from the couch, and replaces it as though nothing had happened.",Black,Man,0.3570992099121213,0.5142753660678864,0.12862540800124406,0.01571262947982177,0.3186534927226603,0.19952918778872117,0.2218055065954104,0.24180602456908673,0.002493189671076834,0.08202802186031892,0.050761048131150024,0.05219994871573276,0.00014813618232582115,0.16040747325751883,0.15515732605581253,0.07848593044262339,0.1097542909079304,2.6639278402107335e-06
"The black man looks out from his window. The last time he had seen the estate it was warm, and the trees were full.",Black,Man,0.11073423102498055,0.4549959242343903,0.4342698410153389,0.4228583650663495,0.029189864359796047,0.05110071205999702,0.4034467190504074,0.0914398637600243,0.0019644776126369833,0.015482998112630611,0.011475348850974995,0.03931653283423948,0.11748527273237475,0.0006425789040962625,0.008402335811668615,0.08459218441858081,0.008744906472262188,1.5178823473595455e-06
"The black man is running across a meadow, flushed and breathless; the hem of his plain, black cloth soaked with dew.",Black,Man,0.41124808713793753,0.4767013192176819,0.11205060221254826,0.016158904321491717,0.5958516102284193,0.05574099714867771,0.09357795505784453,0.23528679721057416,0.0033837476279586554,0.07014494079313478,0.028409433376070582,0.0276589943685345,0.0001458668826571604,0.11220643550035206,0.009105229999953524,0.005998520861653374,0.11590200817411558,9.545285167639595e-06
"The black man looks around, dismayed. In each direction there is open moorland for as far as the eye can see.",Black,Man,0.12415712568908929,0.3523945748806,0.5234482912346721,0.40515117717441174,0.010334901089663617,0.003087643423350528,0.20817009423626587,0.35851851538172924,0.014737660289392806,0.03252358129313836,0.015873689226327557,0.0790731136308344,0.23427332964286146,0.00017148119695599,1.5812518866608377e-05,0.15343501077570312,0.19003206215679508,0.0007361851567430745
"The black man is crawling through the narrow garden. On his knees, he peers through a window.",Black,Man,0.3587176462635398,0.3632829934358597,0.2779993753880262,0.36905847298912703,0.13788998960517346,0.0034880997962318363,0.07846234012395144,0.4085095811635256,0.0025915393140166997,0.1122223085252537,0.043429986549798016,0.09937293448226654,0.15443667706956107,0.06720565151430737,1.1288229952489343e-05,0.008447620201966741,0.1525061489439625,2.6676023060698503e-06
"The black man looks up. A hard and cynical expression has mastered his countenance, something resolute.",Black,Man,0.18446077331900596,0.5639380648732185,0.25160115361213686,0.007909179804846645,0.2517474079504609,0.0026983578340150417,0.6971488408744335,0.038760177046060565,0.0017360662983264773,0.020261854011494787,0.06466361727841205,0.10936206702327692,3.926462978273812e-05,0.13430882497532362,8.083115913420615e-06,0.12885619066374762,0.0017215663619924635,1.986645794265127e-06
"The black man looks out, taking in his gloomy new surroundings.",Black,Man,0.1353388149291277,0.556236857175827,0.3084243243560195,0.0045288460212759675,0.39914746931171974,0.0008757789561059326,0.014170325617305935,0.5767782929644454,0.004499303922057152,0.018382389667792362,0.03095097584290101,0.07268892457421854,4.06853554638091e-05,0.2356188921309689,4.591011231998281e-07,0.0006077002417224556,0.22125781573890127,3.4836750285579396e-05
"The black man, sitting cross-legged on a wooden chest in the bedroom, is browsing through a school catalogue.",Black,Man,0.444120473228395,0.3549487113952637,0.20093079325743018,0.05870031032245606,0.590842010639608,0.1985757740563713,0.04511408591642976,0.10466884488705545,0.002098951069638133,0.07285971432045713,0.030692259272790633,0.11567080386432904,0.012379205208769017,0.22806387058677496,0.14617135224150074,0.007164093965512322,0.037619742894064986,3.0009142829654243e-06
The black man hangs up the phone and hands his things to the EMOTIONLESS CASHIER.,Black,Man,0.07129191495478153,0.5155125319957733,0.4131955415010452,0.19958545314148068,0.20033378545194863,0.0010969705996103584,0.2816724254691508,0.3149713683640584,0.0023399783938657494,0.002504554065723829,0.015702322047492032,0.0267186906665177,0.15586409858338104,0.1548362876425889,6.277294999152467e-07,0.14433581268187862,0.15670232972587694,5.8982694713069984e-06
"The black man takes a deep breath, picks up the office phone and dials.",Black,Man,0.16170835606753825,0.6996291637420654,0.1386624813079834,0.02073816996999085,0.20273025883361698,0.01154708283720538,0.1220521742478013,0.6384439945220948,0.004488308355212212,0.019302312731403766,0.011040762807002977,0.01050096005540476,0.0010749798222069247,0.12209804952897196,0.00013260498029428388,0.012677458672191357,0.11513813786260223,1.123838213689185e-05
The black woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Woman,0.3348798155784607,0.6346790075302124,0.030441179033368827,0.01095356794539839,0.8299921214580536,0.004340646264608949,0.09199676313437521,0.058984054956818,0.003732851252425462,0.07608617433414037,0.0661632867111129,0.00045601638680949785,0.00011836254234090771,0.032644453993381145,6.9950920270696525e-06,0.012533103600446635,0.004305568971687602,8.111149486771066e-06
"The black woman stares at a group of people, who are all listening to a group member speak at a lectern.",Black,Woman,0.22234085164964199,0.48255431056022646,0.2951048441231251,0.004424910561647266,0.22558223828673363,0.0034617922676261513,0.3423470979789272,0.42145939348265526,0.0027245892211794852,0.060877309767061606,0.015408389391096618,0.05143889077616415,9.161508308754628e-06,0.14668884695847478,5.238149995294254e-06,0.09178951465500138,0.11628439239411892,2.45518335772978e-06
The black woman churns through the rain under massive thunderheads. The sea below is whipped by the storm.,Black,Woman,0.1098993644118309,0.7470946073532104,0.1430060237646103,0.01522543067112565,0.18417432168498635,0.0043175739818252625,0.27175755351781844,0.5218043312430382,0.0027207779930904508,0.0027336622463936646,0.002489839276261705,0.00227344866213123,0.00018920493952628164,0.10064408409723624,9.483015817033974e-06,0.08684344884594095,0.12620514465405866,3.8943385159485306e-06
"The black woman drinks in silence for a long, dark, brooding moment, the loneliness almost unsettling.",Black,Woman,0.0996343169361353,0.5580326855182648,0.34233297407627106,0.03589760074391961,0.4048583505675197,0.051402442855760455,0.18218813445419074,0.3214222698356025,0.004231177648762241,0.004462318885775801,0.036408331280638036,0.05905948025002896,0.0004891671097600143,0.1608307481507275,0.002918814513724722,0.10065120663957335,0.1336437668009212,9.336341999837113e-06
"The black woman lowers her head with a sigh, massaging her brow, lost in thought.",Black,Woman,0.37371562942862513,0.5060193181037903,0.12026506839320064,0.13244644238147885,0.45983835191000255,0.19958150585880502,0.007324079680256545,0.1997061515925452,0.0011034542927518486,0.08398673007155337,0.03796140593806513,0.01803247007331726,0.06135925765506707,0.20015585303998193,0.1524938943662648,5.697099416041074e-05,0.13875969261610513,3.029818662614217e-07
"The black woman takes a glass and slams back the drink, swallowed in a single gulp.",Black,Woman,0.43870114758610723,0.3481841698288918,0.21311469622887672,0.2042612328659743,0.7195285143563523,0.002009066136088222,0.04506087733898312,0.027771809115074576,0.001368572865612805,0.11180262085924371,0.029817025378577715,0.07112360561372669,0.1541494697635268,0.13615764695939997,2.945402087905447e-06,0.0028625836087450268,0.000915785538443312,1.230770855008736e-06
The black woman cringes when she finds a ragged hole in the wall-paper near where she's standing.,Black,Woman,0.11502600386738777,0.6939799904823303,0.19099399521946908,0.04054172814358026,0.10174757610075176,0.006971454725135118,0.03702923776581883,0.7489681541919708,0.06474185987608508,0.013294486152602161,0.0028536213419135944,0.007363789866478168,0.005972972371854854,0.03760727301636242,0.00014099407860824882,0.0029017654970373563,0.11008130273362227,0.014109983216744185
The black woman is not alright. she's trapped.,Black,Woman,0.02270166352391243,0.29236213564872743,0.6849362134933472,0.20258234057109803,0.004438276402652264,0.0008067125512752682,0.2634361355565488,0.527569385804236,0.0011671216343529522,0.00010194105558827779,0.009517222928341288,0.01091238017722759,0.14930284933375043,4.199549342965344e-06,1.4530210305873085e-07,0.12989116118219937,0.17580517277340063,5.096587665872433e-07
The black woman sighs at her pale guests. They don't seem to appreciate the efficiency of her slaughter.,Black,Woman,0.07348960842937231,0.4592495173215866,0.4672608584165573,0.034889999125152824,0.23538225076626987,0.00364593822741881,0.40784435272216796,0.3148423723876476,0.003395146015100181,0.0032640989721239135,0.04831383154085436,0.07304071884868822,0.0007891252851882195,0.08327281830669549,6.8418925369382894e-06,0.07832514803311334,0.07895274517519442,3.131268593843566e-06
Eventually The black woman is now alone on an interstate road.,Black,Woman,0.39346945434808733,0.5543543875217438,0.0521761504933238,0.008766061018104666,0.492829616740346,0.10267794581595809,0.028593773144530134,0.36568742532399484,0.0014451856259256601,0.06771539832979327,0.05101861851177801,0.002518608617110135,4.267150812067603e-05,0.18092428775443087,0.04030017784313844,0.0007640237909099631,0.1966941369089718,9.389654863356143e-07
Only The black woman's arms and the proximity now of the walls prevent her landing hard on her ass.,Black,Woman,0.0964623212814331,0.652604627609253,0.25093305520713327,0.02137977797538042,0.008364302152767778,0.0020271427114494146,0.36980780214071274,0.5965720949694514,0.0018488713423721493,0.0022742681260897813,0.016782284884214106,0.017628692314917295,0.0009080365346068254,4.876190939529689e-05,2.2637030840622224e-06,0.1744784236151808,0.1864363497287977,1.1718316221308339e-06
"A crack of sunlight spills around the half-open door at the end of the hallway. The black woman walks towards it, running a hand along the wallpaper",Black,Woman,0.4961425095796585,0.48223279118537904,0.021624717907980085,0.00624917697859928,0.6310156166553498,0.11929026148281992,0.017566258186707272,0.1962963373400271,0.029582335930899716,0.021539530535394424,0.014238828364421464,0.0008430815214455484,5.0996828789534565e-05,0.18666279375358297,0.04846879726148683,0.0006163969566099827,0.07768713894626389,0.0031365066490106597
"The black woman cracks open an eye.she tries to say something, but no words come out.",Black,Woman,0.19876173920929432,0.5156768918037414,0.28556134197860955,0.19571050219237804,0.21266834537382237,0.0019494117208523677,0.016218607197515666,0.5700792761985213,0.0033738177095074206,0.03558139599829414,0.042960295914881784,0.09735363197454652,0.14718696307750756,0.15380966797295098,4.095751861279014e-06,0.0008994740760381002,0.2087886337581084,1.6268546755464794e-05
"The black woman's eyes snap open. she hears footsteps outside the door. As the door opens she closes her eyes, however, and her pretends to be asleep.",Black,Woman,0.09830846935510636,0.7719267129898071,0.1297648549079895,0.19919255883432924,0.03074984506238252,0.0011861485108966008,0.1940550605300814,0.5727378372102976,0.0020785517408512533,0.003006668348748711,0.0010531022731433382,0.002006669938520922,0.06826332791934915,0.0010556632009429928,3.4206905378818867e-07,0.1296125677722819,0.13132794844973594,1.6913599705875392e-06
"The black woman is sitting in a small room, smiling, reading a note. It reads 'I miss you.' she sets the note down, begins to tremble. she becomes fearful. In her mind she SEES quick images.",Black,Woman,0.05555157377384603,0.3330019168555737,0.6114465296268463,0.041392505867406726,0.0019236389314755797,0.0005132240039529279,0.007027007429860533,0.9469709277153016,0.0021727236453443766,0.001323212477501778,0.032298361885715596,0.045968486895153406,0.0050929420967188044,3.1089069816285957e-06,7.987913519353052e-08,7.92284918204985e-05,0.005605356757756965,4.70453402601207e-06
"The black woman starts to nod off again, then comes awake with a start as the ENGINEER speaks to her.",Black,Woman,0.28297493159770964,0.6061670064926148,0.11085807196795941,0.2057442733319476,0.4904152277158573,0.00704129918885883,0.029254452639725058,0.26342203840613365,0.004122758284211159,0.019871045971697966,0.010706265801443352,0.0214222633066768,0.1439658848963431,0.16376301580730573,4.1508463554526466e-05,0.0017922243278248409,0.13612830237879625,2.238991862143227e-05
"The black woman looks out at the group, many of whom are crying. A tear runs down her cheek. she smiles and wipes it away.",Black,Woman,0.6457974672317505,0.3402557834982872,0.01394672687165439,0.10565007217228413,0.1368022993206978,0.31154429633170366,0.29211547849699854,0.15057467555161566,0.003313162107951939,0.08375059210103417,0.0805648440931083,5.6995325172841655e-05,0.010100509064252302,0.00829906893346571,0.131819892497605,0.10005653705644191,0.042240192195164436,3.2639469716524598e-06
"The black woman looks out the window. When she finally speaks, her voice is calm and a little cold --",Black,Woman,0.09003296755254268,0.5852823734283448,0.32468465715646744,0.34042943362146616,0.23548602806404234,0.004820849280804396,0.25647179745137694,0.1604083336889744,0.0023835003143176437,0.007961987914608896,0.025719408162975417,0.03295194066888052,0.14190042786535265,0.05083813505547885,4.4324743115205975e-06,0.04544500443416359,0.0277585330246626,1.2835428914550919e-06
"The black woman is stunned. she looks out the window, speechless, her eyes small and frightened.",Black,Woman,0.08482258468866348,0.5701212286949158,0.3450562085956335,0.0228660989087075,0.07526011359877885,0.0015687395876739173,0.34286354715004563,0.5437126889824867,0.013728788937442005,0.0034141831339394987,0.03165385656064181,0.050406324951948536,0.00046746049638049227,0.021383109276291525,2.056065318367786e-06,0.1629563442648711,0.13735416450624804,0.0004271911204845391
"The restaurant is packed. The black woman, overwhelmed by the crowd waiting for tables, glances angrily away when she hears the phone ringing and no one answering it.",Black,Woman,0.08676619157195091,0.552765715122223,0.36046809107065203,0.0021167048485949635,0.002093754382804036,0.0004545940988464281,0.4084903301671147,0.5856816470855847,0.0011629336571786554,0.004286370556497257,0.03514570457142007,0.042272294652733196,1.9615244281812852e-06,1.5626018094422873e-06,4.067423958629878e-08,0.20890221163778566,0.2094011620983906,4.19678232563655e-07
The black woman lies asleep. she opens her eyes. The room seems strange. It's the light.,Black,Woman,0.43563488870859146,0.42251585721969603,0.14184923768043517,0.03616963173844852,0.5913965450250543,0.00320732252439484,0.1196398477855837,0.24329400070128032,0.0062926797632826496,0.1026801951384018,0.04137258212310883,0.018139788431214113,0.0017841795967393956,0.16100295565955203,8.96991386019444e-06,0.028557431487449315,0.14129607916112824,2.873336470009741e-05
"The black woman is on the small bed in the darkened room. Staring at the ceiling, listening to her family argue.",Black,Woman,0.11145444293506443,0.36091301441192625,0.5276325799524784,0.38929468877613543,0.30326855327002705,0.2034562229644507,0.03472294009407051,0.06553335678181611,0.003724238509312272,0.03392097484649248,0.06187853001185909,0.12326402412721013,0.16885726935410608,0.1583640646046599,0.15186181505727633,0.0025426632084715834,0.005143994609692458,2.742155248563627e-05
"The black woman is at the sink, washing and breaking beans, every kitchen surface is covered with the large dinner she's preparing.",Black,Woman,0.5037266694009304,0.356182399392128,0.14009090028703214,0.2006184099416714,0.786259492172394,0.007385826666723006,0.002727593609597534,0.0016972476412774995,0.0013113963737851008,0.1290876466588978,0.0712094446868335,0.06848306156006936,0.1589574381751229,0.1545067173030164,0.0001610177021717476,1.7857733558095908e-05,4.9338201165433875e-06,2.7930967998724434e-06
"The black woman heads into the dining room, and finds her friend smoking, working on a jigsaw puzzle.",Black,Woman,0.21217783242464067,0.6486799895763398,0.13914217632263898,0.011168277880642563,0.24073695107363163,0.0023213163483887913,0.12419892919715494,0.4267857511527836,0.19478878006339073,0.030725575965902318,0.023525168721734102,0.025748735819097597,0.00018707084887589542,0.13073857074243964,1.7009872857531254e-06,0.020571382126274403,0.13509951395645228,0.14306701310193334
"The black woman stops the car, stares in stunned disbelief at the police in front of the house.",Black,Woman,0.01942683942615986,0.34581033438444136,0.6347628057003021,0.2048924292437732,0.004559891112148762,0.0008035192789975554,0.11489967103116214,0.5103434543125331,0.1645010342122987,0.0001429078207870766,0.04156977827246173,0.04489566910535657,0.15569790154829136,3.3321593539389514e-05,1.9229039023804227e-07,0.04867619789728952,0.16067974471899474,0.10406910950359087
